'Name of school','URL','Street','Address','ZIP-Code','City','Region','Country','Country-Code','Latitude','Longitude'
'Waldorfkinderhaus Bergisch Gladbach','www.waldorf-kita.de','Paffrather Str. 38','Bergisch Gladbach, Nordrhein-Westfalen 51465',51465,'Bergisch Gladbach','NW','Germany','DE','50.9931399','7.12703'
'Waldorfkinderhaus Bochum-Zentrum','www.waldorfkinderhaus-bochum.de','Hedwigstr. 25','Bochum, Nordrhein-Westfalen 44809',44809,'Bochum','NW','Germany','DE','51.49156','7.20583'
'Waldorfkinderhaus Herne','www.waldorfkinderhaus-herne.de','Harpener Weg 30','Herne, Nordrhein-Westfalen 44629',44629,'Herne','NW','Germany','DE','51.54486','7.20945'
'Waldorfkinderhaus Michael','www.waldorfkinderhaus-michael.de','Arbecksweg 7','Göttingen, Niedersachsen 37077',37077,'Göttingen','NI','Germany','DE','51.56799','9.93777'
'Waldorfkinderhaus Pasing','www.waldorfkinderhaus-blumenau.de','Lobelienweg 41','München, Bayern 80689',80689,'Munich','BY','Germany','DE','48.12995','11.47409'
'Waldorfkinderkrippe Avalon','www.waldorfkinderkrippe-avalon.de','Felix-Dahn-Str. 12','Stuttgart, Baden-Württemberg 70597',70597,'Stuttgart','BW','Germany','DE','48.74782','9.1676'
'Waldorfkinderladen Hollerbusch','www.hollerbusch-berlin.de','Reichenberger Str. 99','Berlin, Berlin 10999',10999,'Berlin','BE','Germany','DE','52.4933','13.43866'
'Waldorfkinderladen Munkelrübe','www.munkelruebe.de','Taborstr. 21','Berlin, Berlin 10997',10997,'Berlin','BE','Germany','DE','52.49741','13.44664'
'Waldorfkindertagesstätte','www.waldorfkita.de','An der Wolfsmaar 9','Bergisch Gladbach, Nordrhein-Westfalen 51427',51427,'Bergisch Gladbach','NW','Germany','DE','50.9614199','7.1157'
'Waldorfkindertagesstätte  "Zaunkönig"','www.kita-zaunkoenig.de','Am Eichholz 8','Remscheid, Nordrhein-Westfalen 42897',42897,'Remscheid','NW','Germany','DE','51.15377','7.2671'
'Waldorfkindertagesstätte "Wurzelkinder"',,'Amelandsbrückenweg 60','Gronau, Nordrhein-Westfalen 48599',48599,'Gronau (Westfalen)','NW','Germany','DE','52.18697','7.02542'
'Waldorfkindertagesstätte Altomsewitz','www.waldorfkindergarten-altomsewitz.de','Altomsewitz 18','Dresden, Sachsen 1157',1157,'Dresden','SN','Germany','DE','51.05433','13.66032'
'Waldorfkindertagesstätte Forum Kreuzberg','www.forumkreuzberg.de','Büro: Eisenbahnstr. 21','Berlin, Berlin 10997',10997,'Berlin','BE','Germany','DE','52.50401','13.43451'
'Waldorfkindertagesstätte Heilbronn','www.waldorfcampus-hn.de','Max-Planck-Strasse 56','Heilbronn, Baden-Württemberg 74081',74081,'Heilbronn','BW','Germany','DE','49.12053','9.20963'
'Waldorfkindertagesstätte Kirchheim unter Teck','www.waldorfkita-kirchheim.de','Veilchenweg 4','Kirchheim/Teck, Baden-Württemberg 73230',74366,'Kirchheim am Neckar','BW','Germany','DE','49.03826','9.13865'
'Waldorfkindertagesstätte Trier','www.waldorfkindergarten-trier.de','Montessoriweg 7','Trier, Rheinland-Pfalz 54296',54296,'Treves','RP','Germany','DE','49.7295','6.64718'
'Waldorfkita Wiesental',,'Wiesentalstr. 20','Freiburg, Baden-Württemberg 79115',79115,'Freiburg','BW','Germany','DE','47.9778499','7.82416'
'Waldorfkrippe „Kinderstüble“','www.waldorfschule-wangen.de','Morfstraße 9','Wangen, Baden-Württemberg 88240',88239,'Wangen im Allgäu','BW','Germany','DE','47.6792681','9.8218527'
'Waldorfpädagogik Havelhöhe','www.havelhoehe.net','Neukladower Allee 1','Berlin, Berlin 14089',14089,'Berlin','BE','Germany','DE','52.45979','13.15611'
'Waldorfschulkindergarten','www.waldorfschulkiga-le.de','Friedrichshafner Str. 25','Leipzig, Sachsen 4357',4357,'Leipzig','Saxony','Germany','DE','51.36536','12.40683'
'Weleda Betriebskindertagesstätte',,'Gemeindehausstr. 10','Schwäbisch Gmünd, Baden-Württemberg 73525',73525,'Schwäbisch Gmünd','BW','Germany','DE','48.79938','9.80263'
'Aebleblomsten','www.if-oelsted.dk','Sallingevej 5','Broby,  5672',5672,'Broby','South Denmark','Denmark','DK','55.24175','10.30964'
'Alfely, Dagplejen',,'Lystoftevænget 103','Kongens Lyngby,  2800',2800,'Kongens Lyngby','Capital Region','Denmark','DK','55.79117',12507
'Aurora',,'Nordahl Griegs Vej 98','Søborg,  2800',2860,'Søborg','Capital Region','Denmark','DK','55.73399','12.50432'
'Bamse og Dukkelise',,'Rathsachsvej 30','Frederiksberg,  1862',1862,'Frederiksberg C','Capital Region','Denmark','DK','55.68064','12.53666'
'Börnehaven Bitte Baek','www.bittebaek.dk','Saxogade 4','Aalborg,  9000',9000,'Aalborg','North Jutland','Denmark','DK','57.04941','9.91005'
'Börnehaven Nordstjernen','www.nordstjerne-valby.dk','Gl. Jernbanevej 13','Valby,  2500',2500,'Copenhagen','Capital Region','Denmark','DK','55.66557','12.52023'
'Børneøen Munkholm','www.børneøenmunkholm.dk','Munkholmvej 320','Holbæk,  4300',4390,'Vipperød','Zealand','Denmark','DK','55.67523','11.80602'
'Dagplejen Irene Bruun-Schmidt','www.irenes-dagpleje.dk','Blommegrenen 62','Odense SÖ,  5220',5220,'Odense SØ','South Denmark','Denmark','DK','55.37838','10.4472'
'Dagplejen Jordbærhuset','www.steinerdagplejen-jordbærhuset.dk','Galschiøtsvej 9','Helsingør,  3000',3000,'Helsingør','Capital Region','Denmark','DK','56.03114','12.5909099'
'Guldaeblet','www.guldaeblet.dk','Aagerupvej 24 B','Roskilde,  4000',4000,'Ågerup','Zealand','Denmark','DK','55.69206','12.15743'
'Hans og Gretes Dagpleje','www.den-okologiske-dagpleje-lillebjorn.dk','Martin A. Hansensvej 3','Skanderborg,  8660',8660,'Skanderborg','Middle Jutland','Denmark','DK','56.04699','9.9609'
'Harløse Private Dagpleje',,'Vænget 16, Harløse','Hillerød,  3400',3400,'Ny Harløse','Capital Region','Denmark','DK','55.92664','12.22284'
'Hjörring Ny Steinerskole','www.h-ns.dk','Vester Thirupvej 30','Hjörring,  9800',9800,'Hjørring','North Jutland','Denmark','DK','57.47199','10.00743'
'Hökassen','www.hokassen.dk','Nedermarken 8','Aarup,  5560',5560,'Aarup','South Denmark','Denmark','DK','55.36269','10.0096399'
'Kastaniehuset',,'Slotsherrensvej 97','Vanløse,  2720',2720,'Copenhagen','Capital Region','Denmark','DK','55.69795','12.4756'
'Kirsebaergaarden','www.kirsebaergaarden.dk','Strandlodsvej 48','Köbenhavn,  2300',2300,'København S','Capital Region','Denmark','DK','55.66382','12.62257'
'Krabbely','www.krabbely.dk','Vestergade 25 A','Hirtshals,  9850',9850,'Hirtshals','North Jutland','Denmark','DK','57.58777','9.95265'
'Lille Björn','www.waldorflillebjorn.dk','Kaalundsvej 40','Farum,  3520',3520,'Farum','Capital Region','Denmark','DK','55.80741','12.35371'
'Lindholm Skovbörnehave','www.lindholmskovboernehave.dk','Landevejen 98 c','Kirke Saaby,  4060',4060,'Kirke Såby','Zealand','Denmark','DK','55.64235','11.90502'
'Morgenfruen Udebörnehave','www.udeboernehaven.dk','Tornhøjvej 14','Aalborg Øst,  9220',9220,'Aalborg Øst','North Jutland','Denmark','DK','57.02279','9.9975'
'Naturbörnehaven','www.steiner-naturbørnehave.dk','Sukkertoppen 4','Vejle,  7100',7100,'Vejle','South Denmark','Denmark','DK','55.67156','9.53369'
'Privatdagplejen Rosalill','www.dagplejenrosalil.wordpress.com','Kongevejen 306 C','Kvistgård,  3490',3490,'Kvistgård','Capital Region','Denmark','DK','55.99273','12.50719'
'R.Steiner Börnehaven Stjerneblomsten','www.stjerneblomsten.dk','Bygaden 65','Vejle,  7100',7100,'Vejle','South Denmark','Denmark','DK','55.67415','9.53529'
'R.Steiner dagplejen Lille Stjernedal',,'Viggo Stuckenbergsvej 8','Lyngby,  2800',2800,'Kongens Lyngby','Capital Region','Denmark','DK','55.76938','12.49247'
'Reden i Nederskov','www.redeninederskov.dk','Dyrehavevej 39','Tølløse,  4340',4340,'Tølløse','Zealand','Denmark','DK','55.59548','11.74318'
'Regnbuen steinerbarnehage',,'Brogardsvej 61-63','Gentofte,  2820',2820,'Gentofte','Capital Region','Denmark','DK','55.75378','12.53183'
'Rudolf Steiner Börnehaven','www.net.naestved.dk','Ved Aasen 71','Naestved,  4700',4700,'Næstved','Zealand','Denmark','DK','55.21901','11.77925'
'Rudolf Steiner Börnehaven','www.steinerhumlebaek.dk','Langebjergvej 118','Humlebaek,  3050',3050,'Humlebæk','Capital Region','Denmark','DK','55.96637','12.50291'
'Rudolf Steiner Börnehaven Akeleje','www.boernehuset-akeleje.dk','Blegen 39','Aabenraa,  6200',6200,'Aabenraa','South Denmark','Denmark','DK','55.04996','9.41241'
'Rudolf Steiner Börnehaven Askelae',': www.askelae.dk','Engdraget 31','Svendborg,  5700',5700,'Kogtved','South Denmark','Denmark','DK','55.0473','10.57652'
'Rudolf Steiner Börnehaven Bonsai','www.RS-Bonsai.dk','Jaegersborg Alle 2 A','Charlottenlund,  2920',2920,'Charlottenlund','Capital Region','Denmark','DK','55.74965','12.58471'
'Rudolf Steiner Börnehaven Börnehuset','www.rudolfsteinerboernehavenkvistgaard.dk','Kvistgaard Stationsvej 2 A','Kvistgård,  3490',3490,'Kvistgård','Capital Region','Denmark','DK','55.99159','12.50585'
'Rudolf Steiner Börnehaven Brombaerhuset','www.michaelskolen.dk/brombaerhuset','Stokholtbuen 25','Herlev,  2730',2730,'Herlev','Capital Region','Denmark','DK','55.7359','12.40593'
'Rudolf Steiner Börnehaven Ellemosen','steinerbornehaven-ry.dk','Ellemosen 13 A','Ry,  8680',8680,'Ry','Middle Jutland','Denmark','DK','56.09205','9.78045'
'Rudolf Steiner Börnehaven Kastanjen','www.Kastanjen.dk','Blangstedgaards Alle 108','Odense SÖ,  5220',5220,'Odense SØ','South Denmark','Denmark','DK','55.38177','10.4446'
'Rudolf Steiner Börnehaven Killevippen','www.Killevippen.dk','Blangstedgaards Alle 70','Odense SÖ,  5220',5220,'Odense SØ','South Denmark','Denmark','DK','55.38071','10.44623'
'Rudolf Steiner Börnehaven Klokkeblomst','www.klokkeblomst.org','Dalströget 133','Dyssegaard,  2870',2870,'Dyssegård','Capital Region','Denmark','DK','55.73781','12.51988'
'Rudolf Steiner Börnehaven Kongelyset','www.kongelyset.dk','vuggestue og børnehave (15 mdr.-6 ar)','Frederiksberg,  2000',,'Frederiksberg','Capital Region','Denmark','DK','55.6788597106934','12.5297498703003'
'Rudolf Steiner Börnehaven Lindeblomst','www.lindeblomst.dk','Lindvedvej 62','Odense S,  5260',5260,'Odense S','South Denmark','Denmark','DK','55.3405','10.41552'
'Rudolf Steiner Börnehaven Markblomsten','www.markblomsten.dk','Skjoldhöjvej 15 c','Aarhus,  8381',8381,'Aarhus','Middle Jutland','Denmark','DK','56.17428','10.1108499'
'Rudolf Steiner Börnehaven Nökken',,'Stövnaes Allé 41','Köbenhavn NV,  2400',2400,'København NV','Capital Region','Denmark','DK','55.71567','12.51962'
'Rudolf Steiner Börnehaven Rönnebaerhuset','www.ronnebaerhuset.dk','Kongevejen 466','Holte,  2840',2840,'Holte','Capital Region','Denmark','DK','55.82528','12.4632'
'Rudolf Steiner Börnehaven Sankt Gertrud','www.daginstitutioner.kk.dk/visinstitution','Sct. Gertrudsstræde 5','Köbenhavn K,  1129',1129,'København K','Capital Region','Denmark','DK','55.68309','12.57419'
'Rudolf Steiner Börnehaven Skovbrynet','www.skovbrynet-odense.dk','Mogensensvej 26','Odense C,  5000',5000,'Odense C','South Denmark','Denmark','DK','55.40238','10.3594'
'Rudolf Steiner Börnehaven Solhjem','www.solhjem-net.dk','Strandvejen 96','Aarhus C,  8000',8000,'Aarhus C','Middle Jutland','Denmark','DK','56.13669','10.20717'
'Rudolf Steiner Börnehaven Stjernedalen','www.stjernedalen.ltk.dk','Viggo Stuckenbergsvej 8','Lyngby,  2800',2800,'Kongens Lyngby','Capital Region','Denmark','DK','55.76938','12.49247'
'Rudolf Steiner Börnehaven Tommelise','www.boernehaven-tommelise.dk','Rudolf Steiners Allé 55','Fredericia,  7000',7000,'Snoghøj','South Denmark','Denmark','DK','55.53131','9.69782'
'Rudolf Steiner Börnehaven Tusindstraalen','www.tusindstraalen.dk','Tornhöjvej 14','Aalborg Ö,  9220',9220,'Aalborg Øst','North Jutland','Denmark','DK','57.02279','9.9975'
'Rudolf Steiner Börnehaven Ved Skoven','rudolfsteiner.mono.net','Vallövej 1','Köge,  4600',4600,'Køge','Zealand','Denmark','DK','55.4151','12.21205'
'Rudolf Steiner Börnehaven ved Trekroner Brorlil og Søsterlil','www.trekroner-bh.dk, www.kristofferskolen.dk','Linköpingvej 181','Roskilde,  4000',4000,'Roskilde','Zealand','Denmark','DK','55.65368','12.12653'
'Rudolf Steiner Börnehaveseminariet','www.steinerseminar.dk','Johannevej 20','Charlottenlund,  2920',2920,'Charlottenlund','Capital Region','Denmark','DK','55.75818','12.5675'
'Rudolf Steiner Børnehaven Alfehaven','www.alfehaven.dk','Bagmarken 58','St. Merlöse,  4370',4370,'Store Merløse','Zealand','Denmark','DK','55.5437','11.68636'
'Rudolf Steiner Børnehaven Enhjørringen','www.enhjorningen.ltk.dk','Gadevangen 18 A','Lyngby,  2800',2800,'Kongens Lyngby','Capital Region','Denmark','DK','55.79311','12.54002'
'Rudolf Steiner Børnehaven Sommerfuglen','www.rudolfsteinerbirkeroed.dk','Skovgårdsparken 2','Birkerød,  3460',3460,'Birkerød','Capital Region','Denmark','DK','55.83115','12.42739'
'Rudolf Steiner Børnehaven Yggdrasil','www.steinerskolen-8600.dk','Stavangervej 3','Silkeborg,  8600',8600,'Silkeborg','Middle Jutland','Denmark','DK','56.18016','9.59235'
'Rudolf Steiner Skolen i Skanderborg/Börnehaven Babuska','www.babuska.dk','Grönnedalsvej 16 A','Skanderborg,  8660',8660,'Skanderborg','Middle Jutland','Denmark','DK','56.04933','9.95885'
'Rudolf Steiner Skolen Skolen i København/ Soria Moria','steinerskolen-kbh.dk','Engvej 139','Köbenhavn S,  2300',2300,'København S','Capital Region','Denmark','DK','55.64859','12.63529'
'Rudolf Steiner Skolen/Börnehaven Stjerneskuddet','www.steienrskolen.dk','Orevej 2','Vordingborg,  4760',4760,'Vordingborg','Zealand','Denmark','DK','55.00094','11.89295'
'Rudolf Steiner Vuggestuen Börneöen Bonsai','www.RS-Bonsai.dk','Rösaagade 2 st.th.','Köbenhavn S,  2300',2300,'København S','Capital Region','Denmark','DK','55.66238','12.60069'
'Sammenslutningen af Rudolf Steiner Børnehaver og Vuggestuer i Denmark','www.rudolfsteinerdagtilbud.dk','Johannevej 20','Charlottenlund,  2920',2920,'Charlottenlund','Capital Region','Denmark','DK','55.75818','12.5675'
'Skovbörnehaven Fuglereden','www.fuglereden-lejre.dk','Bispegaardsvej 6 F','Lejre,  4320',4320,'Allerslev','Zealand','Denmark','DK','55.6002141','11.9616378'
'Skovbørnehaven Alfely','www.alfely.dk','Gl. Landevej 22','Albertslund,  2620',2620,'Albertslund','Capital Region','Denmark','DK','55.67827','12.35975'
'Skovstjernen','www.skovstjernen-silkeborg.dk','Stavangervej 3','Silkeborg,  8600',8600,'Silkeborg','Middle Jutland','Denmark','DK','56.18016','9.59235'
'Smaaboernsgruppen Risle','www.risle.dk','Sigbrits Alle 13','Köbenhavn,  2300',2300,'København S','Capital Region','Denmark','DK','55.65672','12.60837'
'Småbörnshaven','www.espergaerdedagpleje.dk','Strandvejen 159 B','Espergærde,  3060',3060,'Espergærde','Capital Region','Denmark','DK','55.99241','12.56084'
'Solspiren, vuggestue','www.solspiren.dk','Brogårdsvej 65','Gentofte,  2820',2820,'Gentofte','Capital Region','Denmark','DK','55.75398','12.5307099'
'Steiner BørnehavenTurmalin','www.turmalin.dk','Hårbøllevej 57','Askeby,  4792',4792,'Askeby','Zealand','Denmark','DK','54.8951363','12.1674609'
'Steinerdagplejen Stjernedrys','www.dagplejenstjernedrys.dk','v/Maiken Brennetzen','Kgs. Lyngby,  2800',2800,'Kongens Lyngby','Capital Region','Denmark','DK','55.7806167602539','12.5216979980469'
'Tusindfryd','www.tusindfryd-valby.dk','JPE Hartmanns Alle 13','Valby,  2500',2500,'Copenhagen','Capital Region','Denmark','DK','55.6643851','12.5055386'
'Aruküla Waldorflasteaed','www.avw.ee','Tallinna mnt. 38','Aruküla,  75201',75201,'Raasiku','Harjumaa','Estonia','EE','59.35829','25.08137'
'Eralasteaed Kaur',,'Koidula 14','Rakvere,  44308',44308,'Rakvere','Lääne-Virumaa','Estonia','EE','59.34306','26.3612499'
'Estonian Association of Waldorf School and Kindergartens','www.waldorf-ühendus.ee','Kreutzwaldi 64','Tratu,  51014',51014,'Tartu','Tartumaa','Estonia','EE','58.3854942321777','26.6878509521484'
'Ilmapuu Waldorflasteaed','www.ilmapuulasteaed.eu','Tuulemaa 12','Tallinn,  10312',10312,'Tallinn','Harjumaa','Estonia','EE','59.44991','24.69147'
'Johannese Kool ja Lasteaed Rosmal',,'Värska mnt 4, Rosma küla, Polva vald','Põlvamaa,  63221',63221,'Polva','Põlvamaa','Estonia','EE','58.0424','27.07248'
'Meelespea Waldorflasteaed','www.waldorflasteaed.ee','Pallasti tn. 39','Tallinn,  11413',11413,'Tallinn','Harjumaa','Estonia','EE','59.43482','24.79831'
'Meie Mängurühm','meiemanguruhm.weebly.com/','Teguri 35A','Tartu,  50107',50107,'Tartu','Tartumaa','Estonia','EE','58.35868','26.72999'
'Parksepa Waldorflasteaed',,'Karja10-6','Vörumaa,  ',65604,'Voru','Võrumaa','Estonia','EE','57.84964','26.99335'
'Pauliine Lasteaed','www.hahn.ee','Ringi 10','Pärnu,  80010',80014,'Parnu','Pärnumaa','Estonia','EE','58.38257','24.50381'
'Viljandi Waldorflasteaed',,'Lutsu 3','Viljandi,  71003',71003,'Viljandi','Viljandimaa','Estonia','EE','58.3618','25.60009'
'Sekem Belbes School','www.sekem.com','1 Belbeis desert road, El Horrya','Cairo, Heliopolis ',,'Cairo','Cairo','Egypt','EG','30.0911293029785','31.3114109039307'
'Asociación de Centros Educativos Waldorf de España','www.colegioswaldorf.org','Apartado de Correos, 65','Las Rozas (Madrid),  28232',28232,'Las Rozas de Madrid','Community of Madrid','Spain','ES','40.5213851928711','-3.89728593826294'
'Associació Pedagogica Steiner a Mallorca S´escoleta Waldorf','www.waldorfmallorca.com','c/d''en Laparra 8','Binissalem-Mallorca,  7350',7350,'Binissalem','Autonoma of Balearic Islands','Spain','ES','39.68782','2.84213'
'Centre d''educació infantil Waldorf-Steiner Rosa d''Abril','www.waldorfbarcelona.org','c.Nazaret, 66','Barcelona,  8035',,'Nazareth','Northern','Israel','ES','32.7000999450684','35.2931518554688'
'Centro de Formacion de Pedagogia Waldorf','www.centrowaldorf.es','Carretera de la Coruna km. 21,5','Las Rozas,  28230',28231,'Las Rozas de Madrid','Community of Madrid','Spain','ES','40.48346','-3.8597'
'Escola Infantil Waldorf “El bosc dels joglars”','elboscdelsjoglars.blogspot.com/','Carrer Carena, 12','Santa Greu de Joglars (Barcelona),  8515',8515,'Olost','Catalonia','Spain','ES','42.00697',2062
'Escola Waldorf “La Font” de Vic','www.infantslafont.org','Ronda Camprodon, 2 (Edifici del Seminari)','Vic, (Barcelona) 8500',8500,'Vic','Catalonia','Spain','ES','41.93446','2.25746'
'Escola Waldorf de Vallgorguina','www.waldorfvallgorguina.com','Crta. D''Arenys a San celoni Km, 11','Vallgorguina (Barcelona),  8471',8471,'Vallgorguina','Catalonia','Spain','ES','41.64642','2.51521'
'Escola Waldorf Meniñeiros','www.escuelawaldorf-lugo.org','Donas, Lg. Santa Marta-Villalvite','Friol, (Lugo) 27299',,'Villalvite','Galicia','Spain','ES','43.0499992370605','-7.68333005905151'
'Escola Waldorf-Steiner El Til.ler','www.escolawaldorf.org','C/Mercè Rodoreda 16-18','Bellaterra (Barcelona),  8193',8193,'Cerdanyola del Vallès','Catalonia','Spain','ES','41.49666','2.09164'
'Escuela Infantil el Farol','www.elfarol-waldorf.org','Calle Liebre, 2','Malaga,  29018',29018,'Málaga','Andalusia','Spain','ES','36.73279','-4.38099'
'Escuela Infantil El Moral','www.waldorfelmoral.com','Ctra. Santa Maria del Mar 87','Lsanta Cruz de Tenerife,  38111',38111,'Santa Cruz de Tenerife','Canary Islands','Spain','ES','28.42511','-16.31208'
'Escuela Infantil Fogalera de San Juan','www.waldorflanzarote.com','La Florida, 46','San Bartolomé-Lanzarote,  35550',,,'Canary Islands','Spain','ES','29.0242080688477','-13.64208984375'
'Escuela Infantil Grimm','www.escuelawaldorfgrimm.com','Colonia Grandes Valles C/Del Alberche 45','Guadarrama, (Madrid) 28440',28440,'Guadarrama','Community of Madrid','Spain','ES','40.6455399','-4.03687'
'Escuela Infantil Waldorf “El Puente Azul”','www.waldorfvalladolid.es','Camino Viejo de Simancas, 28.','Valladolid,  47008',47008,'Valladolid','Castilla and Leon','Spain','ES','41.62586','-4.74857'
'Escuela Infantil Waldorf Madre Terra','www.madreterra.eu','Calle Guadalajara,17.Campo de las naciones','Madrid,  28042',28042,'Madrid','Community of Madrid','Spain','ES','40.45467','-3.61514'
'Escuela libre La Casa del Sol','www.escuelacasadelsol.es','Pasaje El Roble, 19','Visvique -Arucas, (Gran Canaria) 35412',35412,'Arucas','Canary Islands','Spain','ES','28.1077243','-15.5253192'
'Escuela Libre Micael','www.escuelamicael.com','Ctra. de La Coruña Km. 21,3','Las Rozas, (Madrid) 28232',28232,'Las Rozas de Madrid','Community of Madrid','Spain','ES','40.52757','-3.88721'
'Escuela Waldorf de Alicante','www.waldorfalicante.com','Cale Rodriguez Albert 10','Villafranqueza, (Alicante) 3112',3112,'Alicante','Valencian Community','Spain','ES','38.38788','-0.48727'
'Escuela Waldorf de Aravaca','www.waldorfaravaca.es','Calle Zénit,10','Aravaca, (Madrid) 28023',28023,'Madrid','Community of Madrid','Spain','ES','40.46328','-3.79013'
'Geroa Eskola - Escuela Libre','www.geroaeskola.org','Calle Estación, 33','Troconiz Iruraiz-Gauna, (Alava) 1193',1193,'Iruraiz-Gauna','Basque Country','Spain','ES','42.81732','-2.5597'
'Jardín Waldorf Las Matas','www.jardin-waldorf.com','C/ Martín Iriarte, 69','Las Matas, (Madrid) 28290',28290,'Las Rozas de Madrid','Community of Madrid','Spain','ES','40.54677','-3.89193'
'Barnträdgården Rosengården','www.rosengarden.fi/hem','Gustav Wasasgata 17','Tammisaari Ekenäs,  10600',10600,'Raseborg','Southern Finland','Finland','FI','59.97392','23.43971'
'Lahden Rudolf Steiner-koulunpäiväkoti ja esikoulu','kultaisentalonlapset.blogspot.com/','Sammalsuonkatu 59','Lahti,  15900',15900,'Lahti','Southern Finland','Finland','FI','60.98781','25.59747'
'Lekskolan Gryningen','www.gryningen.fi','Nya Borgåvägen 149','Helsingfors,  890',890,'Helsinki','Southern Finland','Finland','FI','60.25264','25.1863199'
'Lekskolan Regnbågen','www.regnbagen.fi','Runebergsgatan 13','Borgå,  6100',6100,'Porvoo','Southern Finland','Finland','FI','60.38891','25.66544'
'Luomupäiväkoti Kirsikka','www.luomupaivakotikirsikka.net','Suomensuontie 8','Helsinki,  870',870,'Helsinki','Southern Finland','Finland','FI','60.16431','25.0436'
'Mikaelskolan','www.mikaelskolan.fi','Hangövägen 2061 A, Västerbygård','Ekenäs,  600',10660,'Raseborg','Southern Finland','Finland','FI','59.98545','23.41293'
'Rudolf Steiner-Koulun esiluokka','www.rudolfsteinerkoulu.fi','Lehtikuusentie 6','Helsinki,  270',270,'Helsinki','Southern Finland','Finland','FI','60.19646','24.90741'
'Rudolf Steiner-koulun esiluokka, Tampereen steinerpäiväkoti','www.tampereensteinerpaivakoti.fi','Teerentie 7','Tampere,  33540',33540,'Tampere','West and Inner Finland','Finland','FI','61.49303','23.80329'
'Snellman-Korkeakoulu (Snellman College)','www.snellman-korkeakoulu.fi','Puuskakuja 14','Helsinki,  850',850,'Helsinki','Southern Finland','Finland','FI','60.16963','25.08218'
'Steinerlastentarha Aamurusko',,'Uudenmaankatu 49','Kouvola,  45100',45100,'Kouvola','Southern Finland','Finland','FI','60.86493','26.68605'
'Steinerlekskolan Näckrosen','www.nackrosen.fi/','Pargasvägen 3','Helsingfors,  280',280,'Helsinki','Southern Finland','Finland','FI','60.20033','24.90377'
'Steinerpäiväkoti Aurelia','www.rovaniemensteinerkoulu.fi','Lähteentie 16','Rovaniemi,  96400',96400,'Rovaniemi','Lappi','Finland','FI','66.4987814','25.7528809'
'Steinerpäiväkoti Aurinkoinen','www.steinerpaivakoti.net','Korppaanpolku 5','Helsinki,  300',300,'Helsinki','Southern Finland','Finland','FI','60.20576','24.88832'
'Steinerpäiväkoti Karitsa','www.karitsa.fi','Tuhkimontie 10 i','Helsinki,  820',820,'Helsinki','Southern Finland','Finland','FI','60.19741','25.05155'
'Steinerpäiväkoti Koskitonttu','www.fi-fi.facebook.com/koskitonttu','Virtakuja 4','Imatra,  55100',55100,'Imatra','Southern Finland','Finland','FI','61.16816','28.78522'
'Steinerpäiväkoti Mansikkala','www.mansikkala.fi','Vourenpeikontie 5','Helsinki,  820',820,'Helsinki','Southern Finland','Finland','FI','60.20096','25.05578'
'Steinerpäiväkoti Mesimarja','www.mesimarja.com','Sammalkallionkuja 2 D','Espoo,  2210',2210,'Espoo','Southern Finland','Finland','FI','60.17565','24.73263'
'Steinerpäiväkoti Metsätähti','www.pkmetsatahti.fi','Rasinkatu 13','Vantaa,  1360',1360,'Vantaa','Southern Finland','Finland','FI','60.32357','25.06585'
'Steinerpäiväkoti Pääskynpesä','www.paaskynpesa.org','Kalevalantie 2A','Sammatti,  9220',9220,'Lohja','Southern Finland','Finland','FI','60.31846','23.82006'
'Steinerpäiväkoti Päivänkehrä',,'Valtakatu 72','Kuusankoski,  45700',45700,'Kouvola','Southern Finland','Finland','FI','60.90424','26.6104999'
'Steinerpäiväkoti Päivänsäde','http://porvoonsteiner.fi','Runeberginkatu 13','Porvoo,  6100',6100,'Porvoo','Southern Finland','Finland','FI','60.38891','25.66544'
'Steinerpäiväkoti Päivänsini','www.paivakotipaivansini.fi','Pekkalankatu 7 B','Joensuu,  80260',80260,'Joensuu','Eastern Finland','Finland','FI','62.6050568','29.7867182'
'Steinerpäiväkoti Pajulintu','www.pajulintu.fi','Vuorenmaanrinne 28','Seinäjoki,  60220',60220,'Seinäjoki','West and Inner Finland','Finland','FI','62.77317','22.83124'
'Steinerpäiväkoti Pellava','www.steinerpaivakotipellava.com','Pohjolankatu 3-5','Helsinki,  610',610,'Helsinki','Southern Finland','Finland','FI','60.21368','24.94516'
'Steinerpäiväkoti Peukaloinen','www.peukaloinen.info/','Meteorinkatu 8 c','Espoo,  2210',2210,'Espoo','Southern Finland','Finland','FI','60.16813','24.7316499'
'Steinerpäiväkoti Pikku-Marjatta',,'Papinmäentie 31','Helsinki,  630',630,'Helsinki','Southern Finland','Finland','FI','60.23526','24.92011'
'Steinerpäiväkoti Pikku-Otava','www.kolumbus.fi/pikkuotava','Korppumäentie 1 a','Jyväskylä,  40270',40270,'Jyvaskyla','West and Inner Finland','Finland','FI','62.2898','25.7121'
'Steinerpäiväkoti Pikku-Saima','www.kuopionsteiner.fi/pikku-saima','Kauppakatu 59','Kuopio,  70110',70110,'Kuopio','Eastern Finland','Finland','FI','62.891475','27.6725004'
'Steinerpäiväkoti Pikkukarhu','www.pikkukarhu.fi','Kukkakatu 6','Järvenpää,  4430',4430,'Järvenpää','Southern Finland','Finland','FI','60.46234','25.12342'
